pos67 961.972,217.153,926.770,13.437,164.147,-91.483
pos68 962.853,213.251,926.770,13.437,164.147,-91.483
pos69 963.734,209.349,926.770,13.437,164.147,-91.483
pos70 964.614,205.448,926.770,13.437,164.147,-91.483
pos71 980.032,232.899,804.789,13.527,164.192,-91.240
pos72 965.495,201.546,930.770,13.437,164.147,-91.483
pos73 964.614,205.448,930.770,13.437,164.147,-91.483
pos74 963.734,209.349,930.770,13.437,164.147,-91.483
pos75 962.853,213.251,930.770,13.437,164.147,-91.483
pos76 961.972,217.153,930.770,13.437,164.147,-91.483
pos77 961.091,221.055,930.770,13.437,164.147,-91.483
pos78 960.210,224.957,930.770,13.437,164.147,-91.483
pos79 959.330,228.858,930.770,13.437,164.147,-91.483
pos80 958.449,232.760,930.770,13.437,164.147,-91.483
pos01 986.181,205.583,804.789,13.527,164.192,-91.240
pos81 979.153,236.801,804.789,13.527,164.192,-91.240
pos91 979.153,236.801,808.789,13.527,164.192,-91.240
pos101 980.032,232.899,808.789,13.527,164.192,-91.240
pos111 980.910,228.997,808.789,13.527,164.192,-91.240
pos121 981.789,225.094,808.789,13.527,164.192,-91.240
pos131 982.667,221.192,808.789,13.527,164.192,-91.240
pos141 983.545,217.290,808.789,13.527,164.192,-91.240
pos151 984.424,213.387,808.789,13.527,164.192,-91.240
pos161 985.302,209.485,808.789,13.527,164.192,-91.240
pos171 986.181,205.583,808.789,13.527,164.192,-91.240
pos181 986.181,205.583,812.789,13.527,164.192,-91.240
pos191 985.302,209.485,812.789,13.527,164.192,-91.240
pos201 984.424,213.387,812.789,13.527,164.192,-91.240
pos211 983.545,217.290,812.789,13.527,164.192,-91.240
pos221 982.667,221.192,812.789,13.527,164.192,-91.240
pos231 981.789,225.094,812.789,13.527,164.192,-91.240
pos241 980.910,228.997,812.789,13.527,164.192,-91.240
pos251 980.032,232.899,812.789,13.527,164.192,-91.240
pos261 979.153,236.801,812.789,13.527,164.192,-91.240
pos271 979.153,236.801,816.789,13.527,164.192,-91.240
pos281 980.032,232.899,816.789,13.527,164.192,-91.240
pos291 980.910,228.997,816.789,13.527,164.192,-91.240
pos301 981.789,225.094,816.789,13.527,164.192,-91.240
pos311 982.667,221.192,816.789,13.527,164.192,-91.240
pos321 983.545,217.290,816.789,13.527,164.192,-91.240
pos331 984.424,213.387,816.789,13.527,164.192,-91.240
pos341 985.302,209.485,816.789,13.527,164.192,-91.240
pos351 986.181,205.583,816.789,13.527,164.192,-91.240
pos361 986.181,205.583,820.789,13.527,164.192,-91.240
pos371 985.302,209.485,820.789,13.527,164.192,-91.240
pos381 984.424,213.387,820.789,13.527,164.192,-91.240
pos391 983.545,217.290,820.789,13.527,164.192,-91.240
pos401 982.667,221.192,820.789,13.527,164.192,-91.240
pos411 981.789,225.094,820.789,13.527,164.192,-91.240
pos421 980.910,228.997,820.789,13.527,164.192,-91.240
pos431 980.032,232.899,820.789,13.527,164.192,-91.240
pos441 979.153,236.801,820.789,13.527,164.192,-91.240
pos451 979.153,236.801,824.789,13.527,164.192,-91.240
pos461 980.032,232.899,824.789,13.527,164.192,-91.240
pos471 980.910,228.997,824.789,13.527,164.192,-91.240
pos481 981.789,225.094,824.789,13.527,164.192,-91.240
pos491 982.667,221.192,824.789,13.527,164.192,-91.240
pos501 983.545,217.290,824.789,13.527,164.192,-91.240
pos511 984.424,213.387,824.789,13.527,164.192,-91.240
pos521 985.302,209.485,824.789,13.527,164.192,-91.240
pos531 986.181,205.583,824.789,13.527,164.192,-91.240
pos541 986.181,205.583,828.789,13.527,164.192,-91.240
pos551 985.302,209.485,828.789,13.527,164.192,-91.240
pos561 984.424,213.387,828.789,13.527,164.192,-91.240
pos571 983.545,217.290,828.789,13.527,164.192,-91.240
pos581 982.667,221.192,828.789,13.527,164.192,-91.240
pos591 981.789,225.094,828.789,13.527,164.192,-91.240
pos601 980.910,228.997,828.789,13.527,164.192,-91.240
pos611 980.032,232.899,828.789,13.527,164.192,-91.240
pos621 979.153,236.801,828.789,13.527,164.192,-91.240
pos631 979.153,236.801,832.789,13.527,164.192,-91.240
pos641 980.032,232.899,832.789,13.527,164.192,-91.240
pos651 980.910,228.997,832.789,13.527,164.192,-91.240
pos661 981.789,225.094,832.789,13.527,164.192,-91.240
pos671 982.667,221.192,832.789,13.527,164.192,-91.240
pos681 983.545,217.290,832.789,13.527,164.192,-91.240
pos691 984.424,213.387,832.789,13.527,164.192,-91.240
pos701 985.302,209.485,832.789,13.527,164.192,-91.240
pos711 986.181,205.583,832.789,13.527,164.192,-91.240
pos721 986.181,205.583,836.789,13.527,164.192,-91.240
pos731 985.302,209.485,836.789,13.527,164.192,-91.240
pos741 984.424,213.387,836.789,13.527,164.192,-91.240
pos751 983.545,217.290,836.789,13.527,164.192,-91.240
pos761 982.667,221.192,836.789,13.527,164.192,-91.240
pos771 981.789,225.094,836.789,13.527,164.192,-91.240
pos781 980.910,228.997,836.789,13.527,164.192,-91.240
pos791 980.032,232.899,836.789,13.527,164.192,-91.240
pos801 979.153,236.801,836.789,13.527,164.192,-91.240
